game_id,team,category,stat
400548461,Navy,fumblesRecovered,1
400548461,Navy,rushingTDs,1
400548461,Navy,passingTDs,1
400548461,Navy,kickReturnYards,69
400548461,Navy,kickReturnTDs,0
400548461,Navy,kickReturns,2
400548461,Navy,kickingPoints,5
400548461,Navy,firstDowns,16
400548461,Navy,thirdDownEff,9-15
400548461,Navy,fourthDownEff,1-1
400548461,Navy,totalYards,282
400548461,Navy,netPassingYards,77
400548461,Navy,completionAttempts,6-8
400548461,Navy,yardsPerPass,9.6
400548461,Navy,rushingYards,205
400548461,Navy,rushingAttempts,55
400548461,Navy,yardsPerRushAttempt,3.7
400548461,Navy,totalPenaltiesYards,3-20
400548461,Navy,turnovers,1
400548461,Navy,fumblesLost,1
400548461,Navy,interceptions,0
400548461,Navy,possessionTime,33:02
