_id,_athlete_id,_recruit_type,_year,_ranking,_name,_school,_committed_to,_position,_height,_weight,_stars,_rating,_city,_state_province,_country,_hometown_info,discriminator
61569,4428988,HighSchool,2020,1,Bryan Bresee,Damascus,Clemson,DT,77,290,5,0.9995,Damascus,MD,USA,"{'latitude': '39.2884381', 'longitude': '-77.2038717', 'fipsCode': '24031'}",
61570,4685720,HighSchool,2020,2,Bryce Young,Mater Dei,Alabama,DUAL,71,183,5,0.9994,Santa Ana,CA,USA,"{'latitude': '33.7494951', 'longitude': '-117.8732213', 'fipsCode': '06059'}",
61571,4430800,HighSchool,2020,3,Julian Fleming,Southern Columbia,Ohio State,WR,74,199,5,0.9979,Catawissa,PA,USA,"{'latitude': '40.9548267', 'longitude': '-76.4609868', 'fipsCode': '42037'}",
61572,4428992,HighSchool,2020,4,Kelee Ringo,Saguaro,Georgia,CB,74,205,5,0.9976,Scottsdale,AZ,USA,"{'latitude': '33.4942189', 'longitude': '-111.9260184', 'fipsCode': '04013'}",
61573,4428994,HighSchool,2020,5,Arik Gilbert,Marietta,LSU,TE,77,253,5,0.9972,Marietta,GA,USA,"{'latitude': '33.9528472', 'longitude': '-84.5496148', 'fipsCode': '13067'}",
61574,4428986,HighSchool,2020,6,Justin Flowe,Upland,Oregon,ILB,74,225,5,0.9967,Upland,CA,USA,"{'latitude': '34.09751', 'longitude': '-117.6483876', 'fipsCode': '06071'}",
61576,4428996,HighSchool,2020,8,Jordan Burch,Hammond School,South Carolina,DT,77,275,5,0.9954,Columbia,SC,USA,"{'latitude': '34.0007493', 'longitude': '-81.0343313', 'fipsCode': '45079'}",
61577,4428991,HighSchool,2020,9,Paris Johnson Jr.,Princeton,Ohio State,OT,79,290,5,0.9953,Cincinnati,OH,USA,"{'latitude': '39.1014537', 'longitude': '-84.5124602', 'fipsCode': '39061'}",
61578,,HighSchool,2020,10,DJ Uiagalelei,St. John Bosco,Clemson,PRO,76,246,5,0.9949,Bellflower,CA,USA,"{'latitude': '33.8825705', 'longitude': '-118.1167679', 'fipsCode': '06037'}",
61579,4428990,HighSchool,2020,11,Broderick Jones,Lithonia,Georgia,OT,77,298,5,0.9947,Lithonia,GA,USA,"{'latitude': '33.7123305', 'longitude': '-84.1051939', 'fipsCode': '13089'}",
61580,4429014,HighSchool,2020,12,Gervon Dexter,Lake Wales,Florida,DT,78,286,5,0.9946,Lake Wales,FL,USA,"{'latitude': '27.9014133', 'longitude': '-81.5859099', 'fipsCode': '12105'}",
61581,4430822,HighSchool,2020,13,Noah Sewell,Orem,Oregon,ILB,74,266,5,0.9935,Orem,UT,USA,"{'latitude': '40.2971825', 'longitude': '-111.694943', 'fipsCode': '49049'}",
61582,,HighSchool,2020,14,Elias Ricks,IMG Academy,LSU,CB,74,192,5,0.9928,Rancho Cucamonga,CA,USA,"{'latitude': '34.1033192', 'longitude': '-117.5751735', 'fipsCode': '06071'}",
74905,4429011,HighSchool,2020,14,Eli Ricks,IMG Academy,LSU,CB,74,192,5,0.9928,Rancho Cucamonga,CA,USA,"{'latitude': '34.1033192', 'longitude': '-117.5751735', 'fipsCode': '06071'}",
61583,4430807,HighSchool,2020,15,Bijan Robinson,Salpointe Catholic,Texas,RB,72,200,5,0.9928,Tucson,AZ,USA,"{'latitude': '32.2228765', 'longitude': '-110.9748477', 'fipsCode': '04019'}",
74906,4685035,HighSchool,2020,16,Zach Evans,North Shore,TCU,RB,71,200,5,0.9925,Houston,TX,USA,"{'latitude': '29.7589382', 'longitude': '-95.3676974', 'fipsCode': '48201'}",
61584,,HighSchool,2020,16,Zachary Evans,North Shore,,RB,71,200,5,0.9925,Houston,TX,USA,"{'latitude': '29.7589382', 'longitude': '-95.3676974', 'fipsCode': '48201'}",
61585,4685724,HighSchool,2020,17,Will Anderson,Dutchtown,Alabama,WDE,75,230,5,0.9913,Hampton,GA,USA,"{'latitude': '33.3870578', 'longitude': '-84.2829784', 'fipsCode': '13151'}",
61586,4685759,HighSchool,2020,18,Jalen Carter,Apopka,Georgia,DT,75,301,5,0.9913,Apopka,FL,USA,"{'latitude': '28.6779683', 'longitude': '-81.5115214', 'fipsCode': '12095'}",
61587,4428989,HighSchool,2020,19,Chris Braswell,St. Frances Academy,Alabama,WDE,75,220,5,0.9911,Baltimore,MD,USA,"{'latitude': '39.2908816', 'longitude': '-76.610759', 'fipsCode': '24510'}",
61588,4429002,HighSchool,2020,20,Demarkcus Bowman,Lakeland,Clemson,RB,69,191,5,0.991,Lakeland,FL,USA,"{'latitude': '28.0394654', 'longitude': '-81.9498042', 'fipsCode': '12105'}",
61589,4685145,HighSchool,2020,21,Jaylon Jones,Steele,Texas A&M,S,73,190,5,0.9907,Cibolo,TX,USA,"{'latitude': '29.5707831', 'longitude': '-98.2330927', 'fipsCode': '48187'}",
61590,4685721,HighSchool,2020,22,Drew Sanders,Ryan,Alabama,ATH,77,232,5,0.9897,Denton,TX,USA,"{'latitude': '33.2150386', 'longitude': '-97.1330516', 'fipsCode': '48121'}",
