_id,_athlete_id,_recruit_type,_year,_ranking,_name,_school,_committed_to,_position,_height,_weight,_stars,_rating,_city,_state_province,_country,_hometown_info,discriminator
22037,531380,HighSchool,2012,1,Dorial Green-Beckham,Hillcrest,Missouri,WR,78,220,5,0.9997,Springfield,MO,USA,"{'latitude': '37.2166779', 'longitude': '-93.2920373', 'fipsCode': '29077'}",
22038,530290,HighSchool,2012,2,Mario Edwards,Ryan,Florida State,DT,75,285,5,0.9995,Denton,TX,USA,"{'latitude': '33.2150386', 'longitude': '-97.1330516', 'fipsCode': '48121'}",
22039,-1009881,HighSchool,2012,3,D.J. Humphries,Mallard Creek,Florida,OT,77,275,5,0.9979,Charlotte,NC,USA,"{'latitude': '35.2272', 'longitude': '-80.843083', 'fipsCode': '37119'}",
22040,535329,HighSchool,2012,4,Shaq Thompson,Grant Union,Washington,S,74,210,5,0.9975,Sacramento,CA,USA,"{'latitude': '38.5815719', 'longitude': '-121.4943996', 'fipsCode': '06067'}",
22041,-1027150,HighSchool,2012,5,Noah Spence,Bishop McDevitt,Ohio State,WDE,75,235,5,0.9974,Harrisburg,PA,USA,"{'latitude': '40.2663107', 'longitude': '-76.8861122', 'fipsCode': '42043'}",
22042,531069,HighSchool,2012,6,Johnathan Gray,Aledo,Texas,RB,71,200,5,0.9973,Aledo,TX,USA,"{'latitude': '32.69900905', 'longitude': '-97.60396629774493', 'fipsCode': '48367'}",
22043,535742,HighSchool,2012,7,Landon Collins,Dutchtown,Alabama,S,72,210,5,0.997,Geismar,LA,USA,"{'latitude': '30.2043633', 'longitude': '-91.0226013', 'fipsCode': '22005'}",
22044,534249,HighSchool,2012,8,Stefon Diggs,Good Counsel,Maryland,WR,73,190,5,0.9967,Olney,MD,USA,"{'latitude': '39.1532123', 'longitude': '-77.0668408', 'fipsCode': '24031'}",
22045,-1034782,HighSchool,2012,9,Malcom Brown,Brenham,Texas,DT,75,300,5,0.9942,Brenham,TX,USA,"{'latitude': '30.1668828', 'longitude': '-96.3977442', 'fipsCode': '48477'}",
22046,-1010966,HighSchool,2012,10,Eddie Goldman,Friendship Academy,Florida State,DT,77,305,5,0.9942,Washington,DC,USA,"{'latitude': '38.8949855', 'longitude': '-77.0365708', 'fipsCode': '11001'}",
22047,-1032993,HighSchool,2012,11,Kyle Murphy,San Clemente,Stanford,OT,79,270,5,0.9933,San Clemente,CA,USA,"{'latitude': '33.4270275', 'longitude': '-117.6124179', 'fipsCode': '06059'}",
22049,-1009784,HighSchool,2012,12,Jonathan Bullard,Crest,Florida,SDE,76,245,5,0.9924,Shelby,NC,USA,"{'latitude': '35.2919489', 'longitude': '-81.5402112', 'fipsCode': '37045'}",
22048,530937,HighSchool,2012,13,Keith Marshall,Millbrook,Georgia,APB,71,195,5,0.9919,Raleigh,NC,USA,"{'latitude': '35.7803977', 'longitude': '-78.6390989', 'fipsCode': '37183'}",
22050,-1028443,HighSchool,2012,14,Arik Armstead,Pleasant Grove,Oregon,ATH,80,285,5,0.9913,Elk Grove,CA,USA,"{'latitude': '38.4087993', 'longitude': '-121.3716178', 'fipsCode': '06067'}",
22052,-1011697,HighSchool,2012,15,John Theus,The Bolles School,Georgia,OT,77,305,5,0.9915,Jacksonville,FL,USA,"{'latitude': '30.3321838', 'longitude': '-81.655651', 'fipsCode': '12031'}",
22051,530308,HighSchool,2012,16,Jameis Winston,Hueytown,Florida State,DUAL,76,190,5,0.9915,Hueytown,AL,USA,"{'latitude': '33.4512197', 'longitude': '-86.9966606', 'fipsCode': '01073'}",
22053,-1000982,HighSchool,2012,17,Eddie Williams,Arnold,Alabama,ATH,74,196,5,0.9908,Panama City Beach,FL,USA,"{'latitude': '30.1765914', 'longitude': '-85.8054879', 'fipsCode': '12005'}",
